X,Y_Quadratic
-10.0,53.993428306022466
-9.310344827586206,46.064731801938244
-8.620689655172413,41.45352214159971
-7.931034482758621,37.4967136961692
-7.241379310344827,28.750480408698394
-6.551724137931034,23.99427067587571
-5.862068965517241,23.34035190925497
-5.172413793103448,17.911801681849216
-4.482758620689655,12.108613653813803
-3.793103448275861,11.278936971833044
-3.1034482758620685,6.888860214850698
-2.413793103448276,4.981739065986715
-1.7241379310344822,4.970250345748001
-1.0344827586206886,-0.291483200373861
-0.3448275862068968,-0.39038263292142794
0.3448275862068968,1.9348779736226922
1.0344827586206904,1.509415048272889
1.724137931034484,5.114820467806483
2.4137931034482776,4.0971504220848125
3.1034482758620694,4.991088197805043
3.793103448275863,13.125114422504229
4.482758620689657,12.596009824710645
5.172413793103448,16.51198863291925
5.862068965517242,17.33242990581328
6.551724137931036,23.37377914072372
7.241379310344829,29.440632337564807
7.931034482758623,32.14866682850856
8.620689655172416,40.909541102089705
9.310344827586206,45.139983024443
10.0,52.41661250041345
